ticker,action_ticker,direction,entry_date,entry_time,entry_price,exit_time,exit_price,exit_reason,hold_bars,gross_pnl,net_pnl
SPY,SH,-1,2026-03-31,12:55:00,646.280029296875,14:50:00,648.8651494140624,SL,23,-0.0039999999999999125,-0.006499999999999912
QQQ,QQQ,1,2026-02-20,12:25:00,604.25,12:50:00,607.8755,TP,5,0.00599999999999998,0.00349999999999998
QQQ,PSQ,-1,2026-03-02,12:00:00,608.2899780273438,15:55:00,608.0700073242188,EOD,48,0.000361621448767502,-0.002138378551232498
QQQ,PSQ,-1,2026-03-03,11:50:00,600.0599975585938,13:35:00,602.673031287065,SL,21,-0.004354620769760749,-0.006854620769760749
QQQ,PSQ,-1,2026-03-27,11:35:00,569.4199829101562,13:15:00,565.7092915368818,TP,20,0.0065166160033761035,0.004016616003376104
QQQ,PSQ,-1,2026-03-31,12:45:00,573.8300170898438,13:15:00,576.1253371582031,SL,6,-0.004000000000000022,-0.006500000000000021
QQQ,PSQ,-1,2026-03-31,13:20:00,575.9600219726562,15:50:00,578.4520371917458,SL,30,-0.004326715612230269,-0.006826715612230269
DIA,DOG,-1,2026-03-31,12:50:00,460.1099853515625,13:30:00,461.95042529296876,SL,8,-0.004000000000000021,-0.006500000000000021
XLK,XLK,1,2026-03-05,12:30:00,139.57000732421875,12:35:00,138.92225824646115,SL,1,-0.004641033486892962,-0.0071410334868929615
XLK,XLK,1,2026-03-05,12:40:00,139.10000610351562,12:45:00,138.42963858455528,SL,1,-0.004819320557480582,-0.0073193205574805815
XLK,XLK,1,2026-03-05,12:50:00,138.36000061035156,15:20:00,139.48880200381078,TP,30,0.008158437326392728,0.005658437326392728
XLK,XLK,1,2026-03-13,11:40:00,137.1300048828125,15:40:00,136.52211040360154,SL,48,-0.0044329793448957076,-0.006932979344895708
XLK,XLK,1,2026-03-23,11:55:00,136.97999572753906,12:25:00,136.31633918203474,SL,6,-0.004844915799416247,-0.007344915799416247
XLK,XLK,1,2026-03-23,12:30:00,136.25999450683594,13:55:00,137.3363533612307,TP,17,0.007899302053331256,0.005399302053331256
XLK,XLK,1,2026-04-23,13:45:00,154.50999450683594,13:55:00,155.43705447387694,TP,2,0.005999999999999922,0.003499999999999922
XLK,XLK,1,2026-05-04,11:25:00,161.6300048828125,12:05:00,160.98348486328126,SL,8,-0.003999999999999924,-0.006499999999999924
XLK,XLK,1,2026-05-04,12:10:00,161.19000244140625,13:15:00,162.1571424560547,TP,13,0.00599999999999999,0.0034999999999999897
XLK,XLK,1,2026-05-07,13:30:00,169.25999450683594,15:55:00,169.69000244140625,EOD,30,0.002540517242855905,4.051724285590499e-05
XLK,XLK,1,2026-05-12,11:25:00,172.4199981689453,12:40:00,171.73031817626952,SL,15,-0.004000000000000063,-0.006500000000000063
XLK,XLK,1,2026-05-12,12:45:00,171.61000061035156,13:15:00,172.6521129272873,TP,6,0.0060725616993726785,0.0035725616993726784
XLF,XLF,1,2026-02-26,12:05:00,52.04499816894531,13:35:00,52.357268157958984,TP,18,0.005999999999999993,0.003499999999999993
XLF,XLF,1,2026-03-06,12:45:00,50.084999084472656,13:10:00,50.40702154509004,TP,5,0.0064295191475248785,0.003929519147524879
XLF,XLF,1,2026-03-11,11:35:00,49.42499923706055,15:55:00,49.64500045776367,EOD,53,0.004451213436502404,0.0019512134365024044
XLF,XLF,1,2026-03-25,11:25:00,49.20000076293945,15:55:00,49.34000015258789,EOD,55,0.0028455160056398594,0.0003455160056398594
XLF,XLF,1,2026-03-27,12:05:00,48.279998779296875,13:25:00,48.08271719054292,SL,16,-0.0040861970534794125,-0.006586197053479412
XLE,XLE,1,2026-03-02,12:25:00,56.404998779296875,14:20:00,56.953932546669634,TP,23,0.009732005660006182,0.007232005660006181
XLE,XLE,1,2026-03-03,11:50:00,56.625,14:40:00,56.191219420806746,SL,34,-0.007660584180013313,-0.010160584180013314
XLE,XLE,1,2026-03-03,14:45:00,56.185001373291016,15:55:00,56.529998779296875,EOD,15,0.006140382621221448,0.003640382621221448
XLE,XLE,1,2026-03-04,11:30:00,55.779998779296875,15:55:00,56.18000030517578,EOD,54,0.007171056554905655,0.004671056554905654
XLE,XLE,1,2026-03-10,13:20:00,55.474998474121094,13:35:00,55.85597269656895,TP,3,0.00686749405906838,0.00436749405906838
XLE,XLE,1,2026-04-01,13:15:00,58.560001373291016,14:35:00,59.04561547988684,TP,16,0.00829259042362851,0.005792590423628509
XLE,XLE,1,2026-04-07,11:45:00,60.3650016784668,12:00:00,60.074998565811256,SL,3,-0.004804159771256818,-0.007304159771256818
XLE,XLE,1,2026-04-07,12:05:00,60.189998626708984,12:40:00,59.92383205497359,SL,7,-0.004422106293541049,-0.00692210629354105
XLE,XLE,1,2026-04-09,11:50:00,57.904998779296875,12:05:00,57.55299158908304,SL,3,-0.006079046673595439,-0.00857904667359544
XLE,XLE,1,2026-04-09,12:10:00,57.595001220703125,13:10:00,57.255232827082466,SL,12,-0.005899268797975574,-0.008399268797975574
XLE,XLE,1,2026-04-24,11:35:00,56.40999984741211,11:55:00,56.18435984802246,SL,4,-0.004000000000000017,-0.006500000000000018
XLE,XLE,1,2026-05-13,11:25:00,57.04999923706055,12:50:00,57.39229923248291,TP,17,0.00600000000000004,0.00350000000000004
XLY,XLY,1,2026-05-04,11:25:00,118.20999908447266,11:40:00,117.73715908813476,SL,3,-0.004000000000000047,-0.006500000000000047
XLY,XLY,1,2026-05-04,12:10:00,117.45999908447266,15:55:00,117.7699966430664,EOD,46,0.00263917555772167,0.00013917555772167012
XLI,XLI,1,2026-02-20,11:30:00,176.5800018310547,12:20:00,175.87368182373046,SL,10,-0.0040000000000000235,-0.006500000000000023
XLI,XLI,1,2026-03-19,11:45:00,162.39999389648438,14:10:00,163.45032867895895,TP,29,0.006467578952891306,0.003967578952891305
XLI,XLI,1,2026-04-21,11:30:00,171.7100067138672,15:40:00,171.02316668701172,SL,50,-0.003999999999999971,-0.006499999999999971
