ticker,action_ticker,direction,entry_date,entry_time,entry_price,exit_time,exit_price,exit_reason,hold_bars,gross_pnl,net_pnl
DIA,DOG,-1,2026-03-23,10:05:00,464.1400146484375,12:25:00,461.9200134277344,FLIP,28,0.004783042079198156,0.002283042079198156
DIA,DIA,1,2026-03-23,12:30:00,460.989990234375,13:45:00,463.0199890136719,FLIP,15,0.004403563683161081,0.0019035636831610807
DIA,DOG,-1,2026-03-23,13:50:00,462.9100036621094,13:55:00,464.0299987792969,EOD,2,-0.0024194662209223177,-0.004919466220922318
DIA,DIA,1,2026-03-24,09:55:00,458.1000061035156,11:20:00,463.5972061767578,TP,17,0.012000000000000021,0.00950000000000002
DIA,DIA,1,2026-03-24,13:15:00,461.19000244140625,13:55:00,462.17999267578125,EOD,9,0.002146599512422816,-0.00035340048757718416
DIA,DIA,1,2026-03-25,09:55:00,463.8299865722656,12:40:00,464.8999938964844,FLIP,33,0.00230689553326678,-0.00019310446673322015
DIA,DOG,-1,2026-03-25,12:45:00,464.7799987792969,13:55:00,464.6099853515625,EOD,15,0.00036579333917315733,-0.0021342066608268425
DIA,DIA,1,2026-03-26,11:35:00,462.3299865722656,13:55:00,459.489990234375,EOD,29,-0.006142790691442015,-0.008642790691442016
DIA,DOG,-1,2026-03-27,11:00:00,455.9700012207031,13:55:00,452.7699890136719,EOD,36,0.00701803232332021,0.004518032323320209
DIA,DIA,1,2026-03-30,09:55:00,453.20001220703125,11:45:00,455.8999938964844,FLIP,22,0.00595759403514693,0.0034575940351469297
DIA,DOG,-1,2026-03-30,11:50:00,455.6700134277344,12:35:00,454.55999755859375,FLIP,9,0.002436008155969352,-6.399184403064811e-05
DIA,DIA,1,2026-03-30,12:40:00,454.55499267578125,13:55:00,453.05999755859375,EOD,16,-0.003288920243482684,-0.005788920243482684
DIA,DOG,-1,2026-03-31,09:55:00,458.4100036621094,12:40:00,462.07728369140625,SL,33,-0.008000000000000002,-0.010500000000000002
DIA,DOG,-1,2026-03-31,12:45:00,460.9200134277344,13:55:00,461.1300048828125,EOD,15,-0.00045559196598228996,-0.00295559196598229
DIA,DOG,-1,2026-04-01,10:00:00,466.1000061035156,13:55:00,466.6130065917969,EOD,48,-0.001100623217257196,-0.003600623217257196
DIA,DOG,-1,2026-04-02,10:45:00,465.8399963378906,13:55:00,463.54998779296875,EOD,39,0.00491586931762907,0.0024158693176290704
DIA,DIA,1,2026-04-06,09:55:00,465.010009765625,12:35:00,466.2300109863281,FLIP,32,0.002623602062497605,0.00012360206249760475
DIA,DOG,-1,2026-04-06,12:40:00,466.2799987792969,13:55:00,465.1549987792969,EOD,16,0.0024127133974118703,-8.728660258812979e-05
DIA,DIA,1,2026-04-07,09:55:00,464.6499938964844,12:05:00,464.1700134277344,FLIP,26,-0.0010329935974494621,-0.003532993597449462
DIA,DOG,-1,2026-04-07,12:10:00,463.739990234375,13:55:00,464.8999938964844,EOD,22,-0.0025014095970526656,-0.005001409597052666
DIA,DIA,1,2026-04-08,09:55:00,478.3799133300781,12:05:00,478.4200134277344,FLIP,26,8.382479393230976e-05,-0.0024161752060676903
DIA,DOG,-1,2026-04-08,12:10:00,478.3599853515625,13:55:00,478.5400085449219,EOD,22,-0.00037633413929275466,-0.0028763341392927548
DIA,DIA,1,2026-04-09,10:10:00,478.1499938964844,13:55:00,483.0299987792969,EOD,46,0.010206012642695928,0.007706012642695928
DIA,DIA,1,2026-04-10,09:55:00,479.8399963378906,13:55:00,479.4599914550781,EOD,49,-0.0007919408255099073,-0.003291940825509907
DIA,DOG,-1,2026-04-13,09:55:00,476.3299865722656,13:55:00,479.3599853515625,EOD,49,-0.006361133803691747,-0.008861133803691747
DIA,DOG,-1,2026-04-14,09:55:00,483.44000244140625,13:55:00,485.1400146484375,EOD,49,-0.0035164905643845523,-0.006016490564384552
