ticker,action_ticker,direction,entry_date,entry_time,entry_price,exit_time,exit_price,exit_reason,hold_bars,gross_pnl,net_pnl
SPY,SPY,1,2026-02-23,14:45:00,680.8599853515625,15:55:00,682.4099731445312,EOD,15,0.0022765147406458505,-0.00022348525935414953
SPY,SH,-1,2026-02-25,13:05:00,692.5,15:55:00,693.0999755859375,EOD,35,-0.0008663907378158844,-0.0033663907378158843
SPY,SPY,1,2026-02-26,12:55:00,685.8099975585938,14:10:00,688.4299926757812,FLIP,15,0.0038202929769387836,0.0013202929769387836
SPY,SH,-1,2026-02-26,14:15:00,688.52001953125,15:55:00,689.3200073242188,EOD,21,-0.0011618947456508064,-0.0036618947456508065
SPY,SH,-1,2026-03-02,14:20:00,687.6749877929688,15:55:00,686.3699951171875,EOD,20,0.0018976881505746008,-0.0006023118494253993
SPY,SH,-1,2026-03-03,13:35:00,680.5499877929688,15:55:00,680.280029296875,EOD,29,0.00039667695384027325,-0.002103323046159727
SPY,SPY,1,2026-03-05,12:55:00,676.4600219726562,15:55:00,681.3599853515625,FLIP,36,0.007243537267165088,0.004743537267165088
SPY,SH,-1,2026-03-06,13:15:00,675.8300170898438,15:55:00,672.4749755859375,EOD,33,0.004964327447829587,0.002464327447829587
SPY,SH,-1,2026-03-09,15:25:00,675.1599731445312,15:30:00,677.8606130371094,SL,1,-0.003999999999999998,-0.006499999999999999
SPY,SH,-1,2026-03-09,15:35:00,678.4199829101562,15:55:00,678.3159790039062,EOD,5,0.0001533031291381836,-0.0023466968708618164
SPY,SH,-1,2026-03-10,13:30:00,683.25,15:35:00,677.0399780273438,FLIP,25,0.009088945441136115,0.006588945441136114
SPY,SPY,1,2026-03-10,15:40:00,677.5,15:55:00,677.0499877929688,EOD,4,-0.0006642246598247232,-0.0031642246598247233
SPY,SPY,1,2026-03-17,15:10:00,670.989990234375,15:55:00,670.72998046875,EOD,10,-0.0003875017055532815,-0.0028875017055532814
SPY,SPY,1,2026-03-18,14:55:00,663.6400146484375,15:55:00,661.5700073242188,EOD,13,-0.0031191719584831453,-0.005619171958483145
SPY,SPY,1,2026-03-20,13:40:00,651.4500122070312,14:20:00,648.8442121582032,SL,8,-0.003999999999999941,-0.006499999999999942
SPY,SPY,1,2026-03-20,14:25:00,648.9749755859375,15:30:00,646.3790756835938,SL,13,-0.00399999999999995,-0.00649999999999995
SPY,SPY,1,2026-03-20,15:35:00,646.1900024414062,15:55:00,648.510009765625,EOD,5,0.003590286626926139,0.0010902866269261388
SPY,SPY,1,2026-03-24,13:05:00,653.5800170898438,15:55:00,653.2000122070312,EOD,35,-0.0005814205956059134,-0.003081420595605913
SPY,SPY,1,2026-03-26,13:50:00,647.5700073242188,15:50:00,644.9797272949219,SL,24,-0.004000000000000004,-0.006500000000000004
SPY,SPY,1,2026-03-26,15:55:00,645.0,15:55:00,645.10498046875,EOD,1,0.00016276041666666666,-0.0023372395833333335
SPY,SPY,1,2026-03-27,13:05:00,638.4600219726562,14:00:00,635.9061818847656,SL,11,-0.004000000000000037,-0.006500000000000037
SPY,SPY,1,2026-03-27,14:15:00,635.510009765625,15:55:00,634.0800170898438,EOD,21,-0.002250149728260974,-0.0047501497282609745
SPY,SPY,1,2026-03-30,13:20:00,634.0850219726562,14:55:00,631.5486818847656,SL,19,-0.003999999999999972,-0.006499999999999973
