ticker,action_ticker,direction,entry_date,entry_time,entry_price,exit_time,exit_price,exit_reason,hold_bars,gross_pnl,net_pnl
SPY,SH,-1,2026-02-23,14:45:00,680.8599853515625,15:55:00,682.4099731445312,EOD,15,-0.0022765147406458505,-0.004776514740645851
SPY,SPY,1,2026-02-25,13:05:00,692.5,15:55:00,693.0999755859375,EOD,35,0.0008663907378158844,-0.0016336092621841156
SPY,SH,-1,2026-02-26,12:55:00,685.8099975585938,14:10:00,688.5532375488282,SL,15,-0.004000000000000078,-0.006500000000000079
SPY,SPY,1,2026-02-26,14:15:00,688.52001953125,15:55:00,689.3200073242188,EOD,21,0.0011618947456508064,-0.0013381052543491936
SPY,SPY,1,2026-03-02,14:20:00,687.6749877929688,15:15:00,684.9242878417969,SL,11,-0.0040000000000000304,-0.00650000000000003
SPY,SPY,1,2026-03-03,13:35:00,680.5499877929688,15:55:00,680.280029296875,EOD,29,-0.00039667695384027325,-0.002896676953840273
SPY,SH,-1,2026-03-05,12:55:00,676.4600219726562,15:15:00,679.1658620605468,SL,28,-0.0039999999999999316,-0.006499999999999931
SPY,SPY,1,2026-03-05,15:55:00,681.3599853515625,15:55:00,681.4400024414062,EOD,1,0.00011743731883882709,-0.002382562681161173
SPY,SPY,1,2026-03-06,13:15:00,675.8300170898438,15:20:00,673.1266970214843,SL,25,-0.004000000000000042,-0.006500000000000042
SPY,SPY,1,2026-03-09,15:25:00,675.1599731445312,15:55:00,678.3159790039062,EOD,7,0.004674456402792994,0.002174456402792994
SPY,SPY,1,2026-03-10,13:30:00,683.25,14:10:00,680.517,SL,8,-0.003999999999999923,-0.0064999999999999225
SPY,SH,-1,2026-03-10,15:35:00,677.0399780273438,15:55:00,677.0499877929688,EOD,5,-1.478460054037715e-05,-0.0025147846005403774
SPY,SH,-1,2026-03-17,15:10:00,670.989990234375,15:55:00,670.72998046875,EOD,10,0.0003875017055532815,-0.0021124982944467187
SPY,SH,-1,2026-03-18,14:55:00,663.6400146484375,15:55:00,661.5700073242188,EOD,13,0.0031191719584831453,0.0006191719584831452
SPY,SH,-1,2026-03-20,13:40:00,651.4500122070312,15:35:00,644.9355120849609,TP,23,0.010000000000000028,0.0075000000000000275
SPY,SH,-1,2026-03-20,15:40:00,645.5599975585938,15:55:00,648.1422375488281,SL,3,-0.003999999999999993,-0.006499999999999994
SPY,SH,-1,2026-03-24,13:05:00,653.5800170898438,14:35:00,656.1943371582031,SL,18,-0.0039999999999999584,-0.006499999999999959
SPY,SH,-1,2026-03-26,13:50:00,647.5700073242188,15:55:00,645.10498046875,EOD,26,0.003806579717387352,0.0013065797173873518
SPY,SH,-1,2026-03-27,13:05:00,638.4600219726562,15:55:00,634.0800170898438,EOD,35,0.006860264906296804,0.004360264906296804
SPY,SH,-1,2026-03-30,13:20:00,634.0850219726562,15:55:00,632.0,EOD,32,0.0032882372243546905,0.0007882372243546904
SPY,SPY,1,2026-03-31,12:55:00,646.280029296875,15:55:00,650.239990234375,EOD,37,0.00612731441169282,0.0036273144116928196
SPY,SH,-1,2026-04-01,14:15:00,655.9000244140625,15:30:00,656.0999755859375,FLIP,15,-0.0003048500753657131,-0.002804850075365713
SPY,SPY,1,2026-04-01,15:40:00,656.219970703125,15:55:00,655.1799926757812,EOD,4,-0.0015848009414121257,-0.004084800941412126
SPY,SH,-1,2026-04-06,13:10:00,657.280029296875,14:25:00,658.3900146484375,FLIP,15,-0.0016887556324355485,-0.004188755632435549
SPY,SPY,1,2026-04-06,14:30:00,658.22998046875,15:55:00,658.8699951171875,EOD,18,0.0009723267967553253,-0.0015276732032446748
SPY,SPY,1,2026-04-07,13:05:00,656.6400146484375,14:55:00,654.0134545898437,SL,22,-0.004000000000000049,-0.006500000000000049
SPY,SH,-1,2026-04-07,15:00:00,653.9600219726562,15:15:00,656.5758620605469,SL,3,-0.004000000000000054,-0.006500000000000054
SPY,SPY,1,2026-04-07,15:25:00,656.6599731445312,15:55:00,659.260009765625,EOD,7,0.003959486990874469,0.0014594869908744691
