,net,gross,n_active,equity
2023-09-15,-0.02441912709396296,-0.02316912709396296,4.0,1.188965774964912
2023-09-22,0.0056812692379757685,0.007764602571309102,3.0,1.1957206096472262
2023-09-29,0.0014003967080499801,0.00390039670804998,1.0,1.1973950928527237
2023-10-06,-0.0018220954486322717,-0.0002595954486322716,4.0,1.1952133247038221
2023-10-13,-0.03156249686654286,-0.027812496866542857,1.0,1.1574894078880074
2023-10-20,0.021140480123975573,0.02364048012397557,1.0,1.1819592897091762
2023-10-27,0.019344794549557173,0.02038646121622384,6.0,1.2048240493345406
2023-11-03,-0.0036323188154127445,-0.0029378743709683,9.0,1.200447744270881
2023-11-10,0.02431611917335668,0.02574469060192811,7.0,1.229637974681959
2023-11-17,-0.0010134958119761236,0.003153170854690542,3.0,1.2283917417443722
2023-11-24,0.009409619369282156,0.011284619369282156,2.0,1.2399504404705561
2023-12-01,0.0030113247660727045,0.004261324766072705,5.0,1.243684333940648
2023-12-08,0.028386847545636976,0.029011847545636977,6.0,1.2789886115231184
2023-12-15,0.0037674178388631273,0.004392417838863127,4.0,1.2838070960338734
2023-12-22,0.0,0.0,0.0,1.2838070960338734
2023-12-29,0.0,0.0,0.0,1.2838070960338734
2024-01-05,-0.019229569368883176,-0.017979569368883175,4.0,1.2591200384244257
2024-01-12,0.001673141648385794,0.003548141648385794,4.0,1.2612267246010307
2024-01-19,0.0051352600558241595,0.00638526005582416,5.0,1.2677034518212122
2024-01-26,-0.011465053079725847,-0.011152553079725847,4.0,1.2531691644567302
2024-02-02,-0.010288601897336795,-0.009871935230670129,3.0,1.2402758058136167
2024-02-09,0.008529204676973823,0.008529204676973823,3.0,1.2508543720172998
2024-02-16,-0.011914742821050131,-0.011914742821050131,3.0,1.2359507638681275
2024-02-23,-0.009209166202794106,-0.009209166202794106,3.0,1.2245686878651956
2024-03-01,0.0034257227351783873,0.0040507227351783874,6.0,1.2287637206600028
2024-03-08,0.008102465153335058,0.009977465153335058,4.0,1.2387197358883328
2024-03-15,0.02362203134559075,0.024157745631305034,7.0,1.267980812317889
2024-03-22,0.007553855344693263,0.008553855344693263,5.0,1.277558955953985
2024-04-05,-0.006811598878044341,-0.0060973131637586265,7.0,1.2688567368029733
2024-04-12,-0.027653007660333677,-0.026194674327000345,6.0,1.2337690317402947
2024-04-19,0.02053797384892776,0.021232418293372204,9.0,1.2591081478497939
2024-04-26,-0.004763353100977712,-0.0014300197676443787,3.0,1.2531105711492672
2024-05-03,0.012469991470867655,0.014136658137534322,3.0,1.2687368492835527
2024-05-10,0.02043008841731233,0.02199258841731233,4.0,1.2946572552927178
2024-05-17,0.0,0.0,0.0,1.2946572552927178
2024-05-24,-0.00938167068198764,-0.00813167068198764,4.0,1.2825112072775156
2024-05-31,0.014652481123166538,0.015069147789833204,6.0,1.301303178532399
2024-06-07,0.015888663053120006,0.01630532971978667,6.0,1.3219791462660544
2024-06-14,-0.007017922821921712,-0.003267922821921713,3.0,1.3127015986453692
2024-06-21,0.0019003408914855708,0.0019003408914855708,3.0,1.3151961791715934
2024-06-28,0.007250356370394508,0.008917023037061175,3.0,1.3247318201675686
2024-07-05,0.002091212314564569,0.0029245456478979026,3.0,1.3275021156633988
2024-07-12,-0.006742728397509534,-0.005180228397509534,4.0,1.3185511294503611
2024-07-19,0.0,0.0,0.0,1.3185511294503611
2024-07-26,0.0,0.0,0.0,1.3185511294503611
2024-08-02,-0.006235689232662849,-0.004985689232662849,1.0,1.3103290543697321
2024-08-09,0.016769014263724406,0.019269014263724404,1.0,1.3323019809726306
2024-08-16,0.01687718891966772,0.01687718891966772,1.0,1.3547874932035533
2024-08-23,0.0022830894078055284,0.003949756074472195,3.0,1.3578805941791139
2024-08-30,-0.036859185542693226,-0.035817518876026556,6.0,1.3078302214134434
2024-09-06,0.03438737863189261,0.03480404529855928,9.0,1.3528030744234194
2024-09-13,0.017144586805347434,0.017144586805347434,9.0,1.3759963241634126
2024-09-20,0.006776646346235229,0.006932896346235229,8.0,1.3853209646259879
2024-09-27,0.00934614322606745,0.009658643226067451,8.0,1.3982683727754563
2024-10-04,0.004146690585340901,0.004896690585340901,5.0,1.4040665590726242
2024-10-11,0.0021091522503663435,0.00377581891703301,3.0,1.4070279492153566
2024-10-18,-0.013617787565850753,-0.01278445423251742,9.0,1.3878673415037273
2024-10-25,0.0,0.0,0.0,1.3878673415037273
2024-11-01,0.0,0.0,0.0,1.3878673415037273
2024-11-08,0.009203208824320326,0.010453208824320326,1.0,1.4006401744680403
2024-11-15,0.019357009784408043,0.020468120895519155,9.0,1.4277523800296532
2024-11-22,0.02007148721954934,0.02444648721954934,2.0,1.4564094936780996
2024-11-29,0.0014713304192672627,0.002304663752600596,6.0,1.4585523532690579
2024-12-06,-0.013746582293915163,-0.013121582293915163,8.0,1.438502243314861
2024-12-13,-0.018968902141003864,-0.018135568807670532,6.0,1.411215435031807
2024-12-20,-0.0025299610341135968,-0.0007799610341135965,5.0,1.4076451149704368
2024-12-27,0.004008497605350568,0.004320997605350568,4.0,1.413287657042979
2025-01-03,0.019115614316970352,0.021198947650303685,3.0,1.4403035188139475
2025-01-10,-0.030628767877294235,-0.029795434543960903,3.0,1.396188796663345
2025-01-17,0.0,0.0,0.0,1.396188796663345
